1 -56.295 0.98417
2 -28.83 -21.217
3 -48.884 3.2176
4 -44.538 -11.913
5 -33.735 -9.3192
6 56.295 0.98417
7 28.83 -21.217
8 48.884 3.2176
9 44.538 -11.913
10 33.735 -9.3192
11 -25.903 45.029
12 -24.029 60.107
13 -23.837 55.119
14 -17.84 54.36
15 -22.594 18.399
16 -19.287 37.241
17 -20.03 -3.1143
18 24.029 60.107
19 23.837 55.119
20 17.84 54.36
21 22.594 18.399
22 19.287 37.241
23 20.03 -3.1143
24 -21.784 41.163
25 -15.054 16.187
26 -15.435 29.112
27 -11.418 48.699
28 -21.132 59.534
29 21.784 41.163
30 15.054 16.187
31 15.435 29.112
32 11.418 48.699
33 21.132 59.534
34 -42.932 33.16
35 -36.234 7.2264
36 -36.447 50.615
37 -35.027 40.702
38 -42.859 20.528
39 -29.677 28.071
40 25.903 45.029
41 42.932 33.16
42 36.234 7.2264
43 36.447 50.615
44 35.027 40.702
45 42.859 20.528
46 29.677 28.071
47 -34.121 51.917
48 34.121 51.917
49 -39.293 11.027
50 -51.526 17.542
51 -47.763 10.659
52 39.293 11.027
53 51.526 17.542
54 47.763 10.659
55 -42.002 26.264
56 -48.211 31.28
57 42.002 26.264
58 48.211 31.28
59 -43.527 31.833
60 -37.724 37.181
61 -27.778 21.878
62 43.527 31.833
63 37.724 37.181
64 27.778 21.878
65 -40.501 -12.068
66 -52.693 1.7734
67 40.501 -12.068
68 52.693 1.7734
69 -10.975 20.701
70 -7.7259 3.0742
71 -7.806 -3.696
72 -6.3582 16.661
73 4.8239 -21.442
74 10.975 20.701
75 7.7259 3.0742
76 7.806 -3.696
77 6.3582 16.661
78 -7.6386 50.219
79 -9.0984 52.303
80 -10.931 64.389
81 -6.9906 40.994
82 -7.8317 32.44
83 10.931 64.389
84 6.9906 40.994
85 -6.6542 42.17
86 -8.4156 63.504
87 6.6542 42.17
88 8.4156 63.504
89 -6.6574 35.186
90 6.6574 35.186
91 -36.923 -6.8546
92 -36.01 11.497
93 -31.788 16.886
94 36.923 -6.8546
95 36.01 11.497
96 31.788 16.886
97 -7.0807 40.144
98 -7.2955 18.116
99 -7.7133 35.375
100 -4.7261 19.787
101 7.6386 50.219
102 7.0807 40.144
103 8.0573 17.639
104 9.0984 52.303
105 7.7133 35.375
106 4.7261 19.787
107 -8.3593 9.9278
108 -10.14 -40.965
109 -3.4279 -8.0834
110 -11.36 -22.184
111 -4.6066 -30.921
112 8.3593 9.9278
113 10.14 -40.965
114 7.8317 32.44
115 3.4279 -8.0834
116 11.36 -22.184
117 4.6066 -30.921
118 -6.7908 -45.669
119 6.7908 -45.669
120 -27.281 -12.919
121 -29.285 -39.333
122 -26.787 -16.422
123 -23.735 -32.622
124 27.281 -12.919
125 29.285 -39.333
126 26.787 -16.422
127 23.735 -32.622
128 -12.006 -73.886
129 -8.2134 -95.051
130 -11.512 -91.934
131 12.006 -73.886
132 8.2134 -95.051
133 11.512 -91.934
134 -14.015 -77.546
135 -18.133 -67.965
136 -5.4909 -75.736
137 -16.603 -63.662
138 -11.168 -91.468
139 -20.681 -54.457
140 14.015 -77.546
141 18.133 -67.965
142 5.4909 -75.736
143 16.603 -63.662
144 11.168 -91.468
145 20.681 -54.457
146 -21.202 -83.823
147 -20.809 -70.869
148 -19.307 -46.185
149 -16.266 -55.989
150 -13.322 -65.967
151 21.202 -83.823
152 20.809 -70.869
153 19.307 -46.185
154 16.266 -55.989
155 13.322 -65.967
156 -26.728 -74.765
157 -23.781 -96.389
158 -21.346 -84.083
159 -24.845 -83.996
160 26.728 -74.765
161 23.781 -96.389
162 21.346 -84.083
163 24.845 -83.996
164 -41.083 -74.493
165 -47.494 -68.993
166 -31.889 -73.643
167 -28.689 -97.696
168 -36.589 -85.554
169 -35.149 -84.368
170 -43.515 -70.887
171 41.083 -74.493
172 47.494 -68.993
173 31.889 -73.643
174 36.589 -85.554
175 35.149 -84.368
176 43.515 -70.887
177 -36.092 -85.428
178 -46.933 -62.931
179 28.689 -97.696
180 36.092 -85.428
181 -34.642 -69.787
182 -35.124 -23.18
183 -33.414 -49.606
184 34.642 -69.787
185 35.124 -23.18
186 33.414 -49.606
187 -49.113 -18.14
188 -54.009 -10.965
189 -52.205 -21.901
190 -59.028 -11.493
191 -38.678 -33.829
