1 0.98417 24.788
2 -21.217 67.772
3 3.2176 34.554
4 -11.913 47.777
5 -9.3192 57.621
6 0.98417 24.788
7 -21.217 67.772
8 3.2176 34.554
9 -11.913 47.777
10 -9.3192 57.621
11 45.029 32.139
12 60.107 5.9285
13 55.119 17.569
14 54.36 30.525
15 18.399 54.631
16 37.241 43.428
17 -3.1143 66.055
18 60.107 5.9285
19 55.119 17.569
20 54.36 30.525
21 18.399 54.631
22 37.241 43.428
23 -3.1143 66.055
24 41.163 -17.9
25 16.187 -19.575
26 29.112 -23.465
27 48.699 -24.135
28 59.534 -10.299
29 41.163 -17.9
30 16.187 -19.575
31 29.112 -23.465
32 48.699 -24.135
33 59.534 -10.299
34 33.16 19.981
35 7.2264 51.2
36 50.615 9.9317
37 40.702 26.933
38 20.528 33.574
39 28.071 41.935
40 45.029 32.139
41 33.16 19.981
42 7.2264 51.2
43 50.615 9.9317
44 40.702 26.933
45 20.528 33.574
46 28.071 41.935
47 51.917 -9.6001
48 51.917 -9.6001
49 11.027 8.388
50 17.542 8.7319
51 10.659 18.269
52 11.027 8.388
53 17.542 8.7319
54 10.659 18.269
55 26.264 4.6652
56 31.28 9.6017
57 26.264 4.6652
58 31.28 9.6017
59 31.833 -9.5007
60 37.181 -13.898
61 21.878 -19.158
62 31.833 -9.5007
63 37.181 -13.898
64 21.878 -19.158
65 -12.068 16.804
66 1.7734 7.2708
67 -12.068 16.804
68 1.7734 7.2708
69 20.701 61.362
70 3.0742 66.144
71 -3.696 50.36
72 16.661 47.893
73 -21.442 61.435
74 20.701 61.362
75 3.0742 66.144
76 -3.696 50.36
77 16.661 47.893
78 50.219 23.766
79 52.303 4.9126
80 64.389 14.171
81 40.994 46.293
82 32.44 30.681
83 64.389 14.171
84 40.994 46.293
85 42.17 -11.988
86 63.504 -8.0272
87 42.17 -11.988
88 63.504 -8.0272
89 35.186 -21.67
90 35.186 -21.67
91 -6.8546 5.7285
92 11.497 -3.2679
93 16.886 -11.96
94 -6.8546 5.7285
95 11.497 -3.2679
96 16.886 -11.96
97 40.144 -1.7302
98 18.116 -15.096
99 35.375 17.153
100 19.787 26.214
101 50.219 23.766
102 40.144 -1.7302
103 17.639 -14.828
104 52.303 4.9126
105 35.375 17.153
106 19.787 26.214
107 9.9278 36.228
108 -40.965 42.55
109 -8.0834 33.606
110 -22.184 41.325
111 -30.921 34.575
112 9.9278 36.228
113 -40.965 42.55
114 32.44 30.681
115 -8.0834 33.606
116 -22.184 41.325
117 -30.921 34.575
118 -45.669 26.97
119 -45.669 26.97
120 -12.919 -30.172
121 -39.333 -10.641
122 -16.422 -22.153
123 -32.622 -12.293
124 -12.919 -30.172
125 -39.333 -10.641
126 -16.422 -22.153
127 -32.622 -12.293
128 -73.886 7.1945
129 -95.051 4.8864
130 -91.934 -10.166
131 -73.886 7.1945
132 -95.051 4.8864
133 -91.934 -10.166
134 -77.546 35.254
135 -67.965 23.285
136 -75.736 22.274
137 -63.662 13.033
138 -91.468 25.786
139 -54.457 5.7823
140 -77.546 35.254
141 -67.965 23.285
142 -75.736 22.274
143 -63.662 13.033
144 -91.468 25.786
145 -54.457 5.7823
146 -83.823 -14.149
147 -70.869 -8.1752
148 -46.185 -5.8491
149 -55.989 1.672
150 -65.967 -5.1411
151 -83.823 -14.149
152 -70.869 -8.1752
153 -46.185 -5.8491
154 -55.989 1.672
155 -65.967 -5.1411
156 -74.765 35.052
157 -96.389 13.1
158 -84.083 41.266
159 -83.996 23.65
160 -74.765 35.052
161 -96.389 13.1
162 -84.083 41.266
163 -83.996 23.65
164 -74.493 35.148
165 -68.993 3.4738
166 -73.643 31.882
167 -97.696 -3.5822
168 -85.554 4.1514
169 -84.368 19.782
170 -70.887 19.188
171 -74.493 35.148
172 -68.993 3.4738
173 -73.643 31.882
174 -85.554 4.1514
175 -84.368 19.782
176 -70.887 19.188
177 -85.428 -13.22
178 -62.931 -8.5125
179 -97.696 -3.5822
180 -85.428 -13.22
181 -69.787 -13.952
182 -23.18 -27.007
183 -49.606 -16.622
184 -69.787 -13.952
185 -23.18 -27.007
186 -49.606 -16.622
187 -18.14 52.654
188 -10.965 35.331
189 -21.901 41.698
190 -11.493 18.9
191 -33.829 53.363
192 -27.196 62.251
193 -33.971 71.662
194 -18.14 52.654
195 -10.965 35.331
196 -21.901 41.698
197 -11.493 18.9
198 -33.829 53.363
199 -27.196 62.251
200 -33.971 71.662
201 -48.497 53.089
202 -63.939 46.885
203 -40.56 60.653
204 -71.564 51.827
205 -55.323 64.101
206 -48.497 53.089
207 -63.939 46.885
208 -40.56 60.653
209 -71.564 51.827
210 -55.323 64.101
211 -34.081 42.921
212 -39.955 44.158
213 -64.853 43.667
214 -39.955 44.158
215 -22.904 28.167
216 -34.925 28.916
217 -34.081 42.921
218 -22.904 28.167
219 -34.925 28.916
220 -57.538 38.049
221 -57.538 38.049
222 -64.853 43.667
223 -59.373 19.005
224 -58.46 62.033
225 -44.705 2.4524
226 -44.335 71.166
227 -57.169 27.594
228 -65.529 36.477
229 -51.157 51.17
230 -73.218 46.936
231 -59.373 19.005
232 -58.46 62.033
233 -44.705 2.4524
234 -44.335 71.166
235 -57.169 27.594
236 -65.529 36.477
237 -51.157 51.17
238 -73.218 46.936
239 -21.442 61.435
240 -23.922 73.745
241 -34.854 54.2
242 -23.922 73.745
243 -34.854 54.2
244 -22.074 8.6936
245 -22.074 8.6936
246 -6.0035 -7.4064
247 -32.74 15.405
248 2.7128 -13.914
249 -11.078 -4.0757
250 -26.916 5.361
251 -40.296 17.666
252 -46.502 17.868
253 -6.0035 -7.4064
254 -32.74 15.405
255 2.7128 -13.914
256 -11.078 -4.0757
257 -26.916 5.361
258 -40.296 17.666
259 -49.62 25.397
260 10.674 -25.474
261 10.339 -19.12
262 9.7602 -34.617
263 10.674 -25.474
264 10.339 -19.12
265 9.7602 -34.617
266 -46.502 17.868
267 -0.85271 -28.79
268 -31.661 -4.0856
269 -15.91 -14.565
270 -41.358 6.5865
271 -49.62 25.397
272 -56.016 21.944
273 -58.076 13.354
274 -48.446 -0.10949
275 -0.85271 -28.79
276 -31.661 -4.0856
277 -15.91 -14.565
278 -41.358 6.5865
279 -56.016 21.944
280 -58.076 13.354
281 -48.446 -0.10949
282 8.0876 -40.15
283 8.0876 -40.15
284 -46.303 -18.958
285 -4.9093 -41.329
286 -24.961 -26.82
287 -44.483 -13.499
288 -24.512 -27.091
289 -46.303 -18.958
290 -4.9093 -41.329
291 -24.961 -26.82
292 -44.483 -13.499
293 -62.931 -8.5125
294 -24.512 -27.091
295 -10.933 -20.533
296 -11.356 -20.005
297 4.5324 -22.217
298 4.7633 -22.069
299 8.7486 -1.2605
300 10.371 -1.0514
301 6.098 -8.0099
302 6.346 -7.7938
303 2.3189 -11.4
304 1.8985 -11.498
305 -12.944 -8.6825
306 -13.387 -9.0459
