17.737 16.171 20.899 20.063 5.0322 2.6532 0.60467 1.1284 0.58942 0 0.43288 0.37194 0 0.46308 4.9655 1.3593 12.504 0 0.79702 0 0.99434 0 1.6265 0.35356 0.71649 2.4054 1.3706 1.4089 0 0.82794 0 0 1.5324 5.1675 12.247 0 1.5619 11.205 0.57769 0.1055 0.40972 1.3829 0.4682 2.3817 1.2469 0 0.86605 0.54002 4.988 15.649 20.442 3.2632 5.3642 5.1912 10.908 11.886 1.848 1.7681 3.7713 0.85546 0.74002 0 1.0418 2.6458 18.898 14.235 0 0 5.4011 8.3107 0.91713 0.74073 0 1.0296 2.1716 1.4933 1.1499 0 0 0 1.4519 0 0 0.50649 1.8194 0.65078 0 0 0.82225 0 6.9351 5.2581 0.49543 0.49441 7.724 7.5354 0 0 0 0 0 0 0 0 0 0.37072 1.3388 0.43267 0 0.48364 0 0 0 0.5749 0 0 0 0.45406 0 0 0 0 0 0 0 1.7559 3.2405 3.5298 0 0 0 0 0 0.2729 0 0 0.35123 0 0 0.69311 0 0.25197 0 0 0 0 0.92599 0 0.56346 0.37793 0.6875 0 0 0 0 0 0 0 0.79296 0 0.4417 0 0 0.45697 5.6938 0 0 0 0.45861 0.94243 0 0 0 0 0 0 0 3.4294 0 0 0 1.0545 0 0 0 0 7.5343 21.991 23.042 19.035 13.151 12.675 8.8115 0.42487 0.46756 0 0.42639 1.3504 0.43728 0.44697 5.3868 2.5136 4.9518 3.3267 7.5546 0 0 0.48414 0 0 22.687 16.244 6.9978 9.8179 14.731 26.433 1.8875 2.2513 0.98853 12.513 0 0.44325 0.55728 4.1427 1.8579 2.7179 1.0444 0 1.4386 0.4433 0 1.5181 1.4696 0.48642 0 0 1.4285 0.58046 1.7842 1.3676 0.45636 0.49855 0 2.0095 0.53791 1.5799 12.501 1.839 2.4055 7.747 10.98 0 0 0.51474 0.48978 1.5594 1.492 0 2.985 0.52235 0.9083 1.5284 0.54559 0 0 5.335 4.3941 21.442 14.317 17.406 8.9275 7.8936 7.8393 20.479 1.5693 0 1.5766 2.0681 1.5862 1.058 2.1075 0.99378 1.006 2.4343 3.5699 6.7804 13.373 3.0675 0 0 0 0 0 0 0 0 0 0 0.4411 0 5.7212 1.5159 4.2348 1.6025 2.2232 1.0212
16.171 19.601 20.446 23.658 21.521 2.3839 9.0475 2.744 0.56781 5.1122 2.6251 2.6124 2.6037 1.3947 4.8882 2.4569 21.272 0.50665 0.85348 0.84135 1.0967 0.47382 6.1358 0.8854 0 0 2.3513 5.3779 0 1.1684 0 0 0.43013 1.7126 20.206 3.7261 1.1733 11.5 1.2658 0.65513 0.76439 0.94387 0.80428 2.0601 1.1663 0.80759 6.4279 1.0152 2.7659 8.5342 13.116 2.5737 2.8958 4.0242 8.5568 14.456 2.4689 1.3458 6.9432 3.4022 0.67638 0.48081 0.59716 0.31978 3.5056 3.4474 0.7344 0.56239 5.389 8.5635 0.93178 0.91293 6.0134 1.1448 3.9584 2.172 0 0 0.71529 2.6221 4.9774 0 0 1.0169 0.82029 2.9616 0.35831 0.80121 1.9543 0.91782 14.488 11.648 1.6959 1.4873 0.47848 1.2264 5.9952 4.0074 0.32387 0 0 0 0.45903 0 0 0 0 0 0.50356 2.6084 0 0 0 0 0 1.1135 0 0 0 0 3.8328 0 0.34079 0 0.56404 0 0 0.6777 5.6701 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.3336 0 0 0 0 0 0.4511 0 0 0 0.38747 0.42003 0 1.1408 1.1391 0.57348 2.8315 0 0 0.4762 1.9877 1.5 0 0 0.4246 0.89236 0 0.62614 0 0.49656 0 0 0 1.9856 0 0 0.31034 0 0.21877 0.63742 0 0.56067 14.944 11.628 8.0275 6.3095 11.743 23.88 20.25 0 0 0 0 0.90178 0.46503 0.52727 1.8452 0.4256 1.2316 0.43845 1.3234 0 0 0 0.3682 0 8.4645 5.1306 1.5257 0.98484 2.2972 7.4695 1.304 0 0 5.1849 0 0 0 1.7069 0.44987 0.87477 0 0 0.85028 0.45002 0 0 0.55545 0 0 0 0.44981 0 4.9693 18.552 1.5035 8.5611 0 0 0.38557 0 1.1608 0 0 0.54845 1.4256 0 0 0 0 0 0 0 0 0 0 0 0.30793 0 0.37933 1.3398 0.48566 3.6903 2.1044 5.8858 0.96998 2.4678 2.9371 9.7079 0 0 0 0 0.55509 0 0 0 0.37101 0 0.52929 1.5742 3.4813 0.48106 0 0 0 0 0 0 1.9431 0 0 0 9.6531 0 20.928 0 25.714 1.5366 22.26 2.9929
20.899 20.446 19.555 22.636 15.991 3.4335 1.5631 3.0961 0.91534 0.95279 1.1738 0.39607 0.2228 2.312 4.3174 1.9497 14.887 0.45458 7.5164 1.264 4.7751 0.52574 2.5027 2.2464 0.85166 3.7619 6.0878 1.2964 0 0.67518 0.41043 0 0.49814 6.8172 23.719 6.1462 11.74 22.477 2.9823 0.89524 0.7918 0.88113 1.8118 3.7587 4.3128 0 2.1074 0.71754 7.9338 13.512 19.968 4.7448 7.357 12.339 10.847 20.53 0.88756 1.6725 0.58614 0.7878 1.4689 0 0 0.27082 8.1625 8.8721 0 0.25211 3.759 5.9121 0.96283 0 0.63798 1.0073 4.4475 2.191 0 0 0 0 0.45168 0 0 0 0 0.81716 0 0 0.93311 0.41972 6.0688 3.5821 0.36452 0 0.54423 3.486 0.26934 0.85111 0 0 0 0 0 0 0 0 0.32236 0 0 0 0 0.5239 0 0 0 0 0 0 0 0 0 0 0 0 0 0.29658 0.52121 0.75467 1.124 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.34014 0 0 0 0 0 0 0 0 0 0 0 0 0 0.4009 0 0 0 0 0.46857 5.3263 0 0 0 0.96285 0.92334 0 0.47069 0 0.50644 0.4517 0 0 3.8437 0 0 0 0.52179 0 0 0 0 17.37 19.866 13.675 8.1934 14.988 21.559 2.4531 0 0 0 0.90186 0.4467 0 0 4.3882 1.3095 3.325 0.825 2.9152 0 0 0 0 0 17.027 15.161 2.7985 4.4626 4.1454 13.748 1.0174 0 0.51951 13.976 0 0 0.57323 2.3461 0.89329 0.44809 0 0.44702 0.45119 0.40256 0 0 0.55004 0 0 0 0 0.58505 0.43995 2.9974 0 0.5273 0 0 0 0.48348 2.7662 0 0 2.1359 2.8755 0 0 0 0.99043 0 0.97274 0 0.57964 0 0.3888 1.1999 0.79419 0 1.9801 3.18 0.99546 6.0758 4.0055 8.0658 2.0134 5.5882 3.49 16.495 0.40309 0.55233 0 1.0809 0 0.51968 0.93073 0 0.44785 2.9963 1.4571 3.6256 8.8701 2.5524 0 0 0.50369 0.49288 0 0 0 0 0.29698 0 0.73251 0 5.9099 0 4.0089 0 2.8211 0
20.063 23.658 22.636 20.727 24.955 0.99739 0.55078 0.54768 0 1.1663 0.75825 0.9934 0.37249 0.41475 1.8706 0.43209 14.309 0.26764 1.6417 3.0999 0.37736 0 1.3071 0.70263 1.3715 0 0.35631 1.5047 0 0.61785 0.47553 0 0 0.39274 22.736 2.285 2.1129 6.5433 0.29899 0 0.34189 0.59009 0.20316 0.4429 0.35371 0.30877 1.3477 0.12414 1.6173 2.3962 2.8807 0.3514 0 1.0089 1.4999 4.3515 0 0.34396 1.7897 0.70666 0.86617 0 0.14361 0.74995 2.5174 1.3261 0.8233 0 0.41647 2.9171 0 0 0.63555 0.48827 1.623 0 0.39789 0 0 0 0.32593 0 0 0 0 0.3789 0 0 1.0682 0 5.8612 6.0463 1.396 0 2.9262 10.821 0.39746 8.2564 0.45805 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.8226 0.6552 0.35702 4.3065 0.31602 0.4269 0 0 0 0 0 0 0 0 0 0.13145 0.28843 0 0.36262 0.70394 0.52099 0.52436 0 0 0 0 0 0 0.42576 0 0 0 0 0 0 0.40347 0 0 0.44459 2.3322 0.44225 0 0.44423 0.44414 0.93056 0 0 0 0 0 0 0 1.869 0 0 0 0 0 0 0.47916 0 23.385 20.453 21.314 15.525 21.602 24.399 4.8724 0 0.42428 0 0.78089 0.40148 0.40208 0 5.6964 2.1604 3.7953 0.42439 1.9847 0 0 0 0 0 12.697 15.182 1.373 2.1515 2.9627 7.237 0.45609 0 0 13.136 0 0 0 0 0 0 0 0 0 0.4046 0 0 0 0 0 0 0 0 0.83514 2.8723 0 0 0 0 0 0.49835 0 0 0 0 0 0 0 0 0.51714 0 0 0 0 0.29655 0.40966 1.1888 0.45007 0.25746 1.5657 0.84859 0.50456 0.83386 0 1.9433 0 2.8004 2.2632 3.6636 0 0 0 0 0.3053 0 0 0.40034 0.58373 1.8702 0.49878 0.9683 2.3236 1.432 0 0 0 0 0 0 0 0 0 0 0.38547 0 10.269 0.40998 7.0788 0 3.1896 0.34587
5.0322 21.521 15.991 24.955 20.019 0.45676 1.9654 1.3229 1.158 2.6636 5.6188 2.0691 2.3373 0 5.9615 1.8727 22.234 0 1.3203 9.6132 0 0 1.1325 0.39293 2.8963 0.62845 0.2362 3.6219 0 0.71721 0 0 0 0.65715 23.776 1.8984 0 2.3993 1.2208 0 0 0 0.47396 1.693 0.22871 0.38954 2.4209 0 1.2078 3.5479 2.725 0.36243 0 0.37281 0.77598 5.2943 0.39386 0 1.7958 0.70384 0.60508 0 0 0.30284 0.38319 0.87722 0.32991 0 0.65055 3.2739 1.1688 0.26963 0.72451 0 1.1774 0 0 0 0 0 0.4486 0 0 0.38769 0 0.20452 0 0 1.196 0.22916 6.405 3.8269 0.84207 0 0 1.6215 1.1302 4.5509 0.42166 0 0 0.29649 0.27913 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.43634 0 0 0 2.6596 0 0 0 0 0 0 0 0 0.37539 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.34767 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19.47 4.0061 3.6693 7.9472 13.415 23.67 2.6755 0 0 0 0 0.46344 0 0 0.47044 0 0.40855 0 0.41324 0 0 0 0 0 0.40599 0.8641 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.77232 5.3991 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.62165 0.57169 0.34108 1.446 0 0 0.46189 0 0.43995 0 0 0 0.88833 0 0 0 0 0 0 0 0 0.38697 0 0.42688 0 0.92307 0 0 0 0 0 0 0 0 0 0 0 1.3016 0.38451 10.708 0.46526 9.7931 1.0042 5.3614 0
2.6532 2.3839 3.4335 0.99739 0.45676 18.47 19.152 22.038 19.022 2.9086 0.28186 0 0.50099 0.58834 0.69299 0.55012 2.6309 0.25673 0 1.0602 3.7117 2.8403 12.373 0.84601 0.80751 0.79799 1.964 0.44019 0 2.4862 2.168 0.68831 1.3033 0.48711 1.1482 0.85715 5.3712 4.2149 0.33958 1.2637 1.0968 12.741 2.1343 2.8139 11.891 1.1454 1.5399 0.35213 2.4063 1.7493 0.52793 9.1697 16.684 21.439 1.7542 7.1578 9.0539 12.157 1.5813 2.3747 3.1118 3.1852 0.60228 0 0 0 16.001 14.755 4.443 7.5046 1.4603 0 0 5.362 9.2996 0.48658 0.9214 0.38886 0 0.35857 1.459 0.58257 0 0.36512 0.7202 0 0.52092 0 2.0591 3.09 1.5045 2.0249 0.24637 10.685 7.7928 0.94823 0.37709 0.284 0.46356 0 7.2889 7.7364 1.0386 0.78582 0.45763 0 0.86369 0 0 1.0368 0.78772 0.27505 0 0 0 0.35406 0.72298 0 0.45046 0 0.60333 0 0 0 0.19313 0 0.33029 0 0.51728 0 4.5669 2.4513 5.5283 0.44053 0.40081 0.45445 0 0.55163 0 0.92335 0 0.48585 0.90486 0.47909 0.79528 0 0.45231 0.19671 0.56107 0 0 1.1388 0.48418 0.97445 0 0.45236 0 0 0.32106 0.88942 1.0465 0 2.3902 0 0.51485 0 0 0 0.45689 0 0.76249 5.2799 0.47877 0 0 0.42163 0 0 0 0 0 0 0 0 0 0 0 0 0 0.53883 0 0 0 4.3763 21.024 18.561 19.537 13.738 10.345 7.4114 0.72991 0 0.39689 0.93781 1.4171 10.635 2.5058 4.4007 3.9248 6.9661 0.41639 0.37332 0 24.672 0.54143 7.6725 23.255 16.139 24.005 3.4268 26.31 6.3271 0.36664 0 0 0 2.9164 0 1.8154 0.51247 0.49107 1.9053 0.45686 0.88166 0 0 0.46419 0.42645 2.0461 4.5544 0 3.5518 0 0.44415 1.0162 1.0233 0 0.47658 0 1.9425 0 4.8445 0.50264 8.0548 0 0.96474 0.89454 8.36 3.8569 0.66325 0 2.4178 2.2366 0.47987 3.4019 2.0296 0 0 0 0 0.45639 0.31051 0 0.32627 1.3611 7.1639 2.9449 9.5858 11.969 6.6133 14.986 0.89558 1.928 1.9436 1.3686 0 2.0212 0.46367 1.4713 0.90038 1.9239 7.9647 1.8556 0.48169 0.46169 0.41787 0.31208 0 1.0059 0.89204 1.5116 9.4985 2.0725 4.9745 2.1281 4.779
0.60467 9.0475 1.5631 0.55078 1.9654 19.152 20.727 23.754 23.981 21.19 1.0582 1.7185 1.4151 1.1427 2.7105 0.80859 9.0555 2.6329 2.13 1.9667 5.0809 3.6394 21.629 0 1.0185 1.4958 0.41355 0 0.74019 0.65161 1.1767 0.37157 3.5102 0.86428 0.53945 0.30954 0 0.94459 0.42277 1.5521 1.1605 18.071 1.7846 2.5706 9.8737 1.6347 0.56675 2.3487 1.0379 1.0529 1.2846 2.2681 7.4377 12.319 0.95937 2.4776 6.7474 12.131 1.7496 0.46637 0.74983 3.6708 0.88637 0 0 0.88276 1.4549 3.5029 1.0761 3.7877 4.2419 2.4623 3.8114 2.5943 7.3005 0 0.55146 1.2653 0 0 0.84646 0 0.86799 1.8048 1.2759 0 0.27039 0.81303 2.0896 1.0652 1.9814 2.2907 1.2514 10.553 8.1142 1.7572 0.55528 0.74736 0.29214 0 0 0.86992 7.8862 3.0758 0.39331 0 0.70969 0.56731 0.45067 1.0893 0.45257 0 0 0 0 1.3555 0 0 0 0 1.1119 0.18144 0 0 4.3509 0.39587 0 0.4995 2.3461 1.3801 0 0.26861 3.2808 0 1.1671 1.6216 0 0 0 0 0.25953 0 0 0 0 0 0 0 0 0.73388 0 0 0 0.2575 0 0 0 1.8507 0 0 2.3133 0 0.46249 3.0535 0.48724 0 0.10978 0 1.8898 0 0.88478 0.88785 0 0.50488 0.49197 0 0 0 0 0 0 0 0.68402 0.49752 0.40092 0.61069 0.92694 0 0 0 0 0 0.84334 15.587 9.5775 6.4136 7.0797 13.068 23.751 19.278 0 0 0.52429 0 0 3.6348 0.85775 2.0917 1.6905 3.4631 0 0 0 7.4657 0 0.51029 4.2475 1.8756 6.4808 0 17.205 3.5966 0 0 0 0 0.555 0.22813 0.43169 0 0 0.49863 0.47189 1.1419 0 0 0.36546 1.2037 3.8839 7.875 1.1608 19.735 1.3405 0 0 0 0 0 0 0 0 1.4018 0 0.95489 0 0 0 0.99395 0 0.32844 0 1.0514 1.2838 0 0.64495 1.0651 0 0 0 0 0.43795 0 0 0 0.43023 1.4807 0.54534 1.5762 1.894 1.9086 4.8663 0.87863 0 0 0 0 0.42042 0 0 0 0 1.0226 0 0 0 3.7634 0.30893 0 0.75004 12.464 1.1081 20.209 1.0152 23.762 2.513 26.903
1.1284 2.744 3.0961 0.54768 1.3229 22.038 23.754 19.706 20.891 15.26 0.28212 0 0.72333 0.64533 1.153 0.50569 4.4667 0.71951 1.6758 2.2983 5.2228 4.4076 16.566 0.41176 7.1334 2.0473 7.5423 0 1.1012 2.3988 7.7884 0.24212 0.42288 0 1.7689 1.0213 1.0994 0.92802 1.0831 0.53217 3.7856 22.901 5.838 9.6277 21.792 1.1208 1.1151 1.5588 2.5482 2.4969 1.9053 5.7191 15.676 20.516 4.3349 10.644 14.9 21.236 0.79822 1.174 1.1598 0.87972 0.5955 0.29195 0.41183 0 3.3346 9.2298 0.56264 5.3201 2.2169 1.648 0.8851 3.8876 8.3597 0.51467 0.47544 0.34732 0.2292 0.3718 1.0267 0.3401 0.34497 0.36717 0.21218 0 0.10337 0.37583 2.8637 2.4197 0.57827 1.3068 0.75729 3.023 1.1032 0.64694 0 1.0004 0 0.32912 0.17588 4.2627 0.81679 1.8263 0 0 0 0.50782 0 0.54665 0.88251 0 0 0 0 0.42256 0.29117 0 0 0 0.30803 0 0 0 0.46426 0.38678 0 0 0.54254 0.25198 0.52863 0 1.0644 0 0.52317 0.92853 0 0 0 0 0 0 0.41855 0 0 0 0.4824 0 0 0.45377 0.52669 0.50948 0 0.38003 0.53153 0 0 0 0 0 0.53526 0 0 0 0 0 0 0 0.4603 0 1.3452 4.0006 0 0.40807 0 0.47926 0 0 0 0 0 0 0 1.0255 0.45679 0.52997 0 0 0 0 0 0 0 15.744 15.959 9.266 7.9871 18.399 22.093 6.3508 0 0 0.77588 0 0 10.539 3.0477 2.6474 3.0301 3.4107 0 0 0 14.659 0 2.4657 6.1136 1.8972 8.9243 0.51471 22.69 7.6562 0.46455 0 0.45452 0 1.4266 0.46998 0.98942 0 0 0.54321 0 0 0 0 0 0 1.0685 3.5797 0 4.7645 0 0 0 0.45702 0 0 0 1.4295 0 1.4269 0 0.52223 0 0 0 3.0062 1.4413 1.5597 0 1.8856 0.77204 0 1.8006 0 0 0.38464 0 0.30197 0 0 0.29752 0 0.8344 2.9298 1.4576 4.6764 7.1958 4.825 10.329 0.53413 0.70715 0.8992 0 0 0 0 0.47237 0 0.52052 4.1066 0.46672 0.42388 0.108 0.45641 0 0 0.59574 1.3947 1.714 4.4001 0.50142 3.3351 0.59911 2.5853
0.58942 0.56781 0.91534 0 1.158 19.022 23.981 20.891 20.505 25.131 0.57439 0.42946 0.70068 0.65503 1.5755 0.23468 2.8478 0 0 1.4359 3.5711 0.73598 13.238 0 1.0215 3.8411 1.1441 0 0 1.3268 1.1844 0.37038 1.2236 0.20389 0.38586 0.49361 0.37284 0.37527 0.6566 1.7131 0 22.746 0.93593 0.65714 8.06 0.83217 0.47497 0 0 0.14447 0.40604 0 1.1505 1.9886 0 0.16169 2.2684 3.4207 0.37649 0.36922 1.2105 0.27523 0.35184 0.94197 0 0.41414 0.95047 1.2581 0.16167 0.99726 1.8007 2.4092 0.41736 1.3679 2.6655 0 0 0 0 0 0.88362 0 0.43029 0.36655 0.47453 0.31258 0.24048 0 2.7588 2.1551 0.37412 0 0.17022 3.6596 2.5565 0.42348 0 0.69783 0 0 0.88214 8.4875 0.81689 6.0858 0 0 0.48627 0 0 0 0.4328 0 0 0 0 0.46738 0 0 0 0 0 0.19945 0.33891 0 0.45951 0 0 0 0 0 0.49246 1.1094 0.49685 0.35274 0 4.4293 0 0 0 0 0 0.49779 0 0 0 0 0 1.4764 0.39096 0 0 0 0 0 0 0 0 0.53309 0.4796 0 0.84735 0 0 0.47938 0 0 0 0 0 0 2.3127 2.8296 0 0 0 0.46818 0 0 0 0 0 0 0 0 0.50524 0.55228 0 1.4464 0 0 0 0 0 22.038 19.123 18.344 16.79 24.037 23.867 4.3345 0 0.3517 0.8029 0 0.85346 13.211 4.3424 5.6218 3.088 5.9894 1.2611 0 0 13.35 0.44877 0.42776 3.2431 2.078 2.3482 0.46792 17.513 7.1363 0 0 0 0 1.0201 0.5271 0.39911 0 0.46541 0.4031 0 0 0 0.42105 0 0 0 1.6049 0 2.6256 0 0 0 0.43157 0.51359 0 0 0.38635 0 1.0128 0 0 0 0 0 0 0.53329 0 0.44176 1.422 0.67899 0 1.0163 0 0.32983 0 0 0 0 0 0 0 0.76566 0.97306 0.34987 1.0658 2.4528 2.5086 4.4782 0 0.36909 0 0 0 0 0.47411 0.99583 0.43557 0.95943 2.012 0.90365 0.53256 0.092291 0.36015 0.45005 0 0 1.0514 0.47139 7.5534 0 6.1888 0 3.9584
0 5.1122 0.95279 1.1663 2.6636 2.9086 21.19 15.26 25.131 20.639 0.15849 1.1174 1.1587 0.75766 0.85829 1.0859 11.304 1.477 1.8735 2.01 8.5668 3.013 22.047 0.61541 1.3133 8.7926 0.81773 0.70377 0.73961 1.9686 3.0178 1.5535 0.83823 0.98928 0.87666 1.0796 0.42115 0 0.83795 1.5788 0.40464 23.131 0.77885 1.2435 2.7987 0 0.9754 0.61172 1.5003 0 0.43974 1.3612 1.9952 1.2203 0 1.4698 2.3297 4.8345 0.77122 0.68594 1.1298 1.1453 0.39607 0.89319 0.17467 0.63168 0 1.5239 0.35634 3.4301 1.2071 0.89725 1.117 0.6351 4.9486 0.36244 0 0.50017 0 0 0.50224 0.35843 0 0 0.9418 0.57196 0.38175 0.29504 2.585 2.6197 0.84839 0.33649 0.17732 4.8027 3.8655 0.6326 0.45853 0.22889 0 0 0.44379 0.2236 1.018 1.5361 1.1293 0 0 0 0 0 0 0 0.41781 0 0.44493 0.43018 0 0 0 0 0 0.10433 0.37444 0 0.5158 0 0.5203 0 0 0 1.5291 0 3.0243 0 0 1.5399 0 0.60568 0 0 0 0 0 0 0.43164 0 0.55287 0 0 0.4704 1.095 1.17 0.55293 0.64678 0.56849 0 0 0.42516 0.5638 0 0.53438 0 1.0696 0 0 0.60386 0 0 0.35946 0.46103 0 0.57111 0 1.019 0.48506 0.51878 0 0 0 1.0614 0.51079 0.36801 0.93052 1.1637 0 0.56019 0.28904 0 0 0 0 0 0.41561 19.014 5.329 4.3525 9.2703 11.863 22.911 3.2089 0 0 0.53991 0.55029 0 2.722 1.4331 1.0093 0.42983 1.6497 0.45477 0 0 3.6202 0 0 0 0.89927 0 0 3.2254 1.8361 0 0.441 0 0 0 0 0 0 0 0 0 0 0.40618 0.86743 0.43713 0.42161 0.90119 4.094 0 6.442 0 0 0 0.42327 0 0 0 0 0 0.48855 0 0 0 0 0 0 0 0.54641 0 1.4052 1.2979 0 2.2255 0 0 0 0 0.78737 0 0 0 1.0895 0 0.49892 0 0 0.39795 0 0.49939 1.2216 1.1562 0 0 0 0 0 0.94339 0 0 0.45859 0.5719 0 0.23145 0 0 0 0.33607 1.8636 2.4481 8.7148 0.81539 5.9789 1.0737 5.9594
